Top Q S-full,Top Q R-full,Mid Q S-full,Mid Q R-full,Corr-full,Gini-full,Churn-full,Top Q S-null-ref,Mid Q S-null-ref,Corr-null-ref,Gini-null-ref,Churn-null-ref,Top Q S-null-thre,Mid Q S-null-thre,Corr-null-thre,Gini-null-thre,Churn-null-thre
0,16,0,10,0.790252758800947,0.5837163139329810,33,31,9,0.7758972391271840,0.9113667548500880,12,0,0,0.7688195375763690,0.915662474940769,0
28,0,12,0,0.7902425615182350,0.5840577871740660,24,32,8,0.7758784390031990,0.9113730620155040,11,32,8,0.7688108834822350,0.9156609217811740,40
2,11,0,11,0.790341447323547,0.5839295142555440,29,27,13,0.7758984453333830,0.911362372404083,13,6,0,0.7688014550153510,0.9156596330037110,0
28,0,12,0,0.7903221043006630,0.5842748769338960,28,31,9,0.7758975961655480,0.911365506329114,16,31,9,0.7688024878647770,0.9156595143693800,34
0,12,0,12,0.7903726038162260,0.5841655251141550,26,29,11,0.7758948172005390,0.9113654724271160,13,0,0,0.768802678586575,0.9156597842117520,0
27,0,13,0,0.7903934121170880,0.5844971929824560,26,35,5,0.7758697782586060,0.9113755263157890,12,31,9,0.7688045645981190,0.915660053217598,40
26,5,9,0,0.790319258138194,0.5847112688398180,15,29,11,0.7758681799085430,0.9113743427970560,12,29,8,0.7688056152342870,0.9156605793288450,9
0,14,0,11,0.7902482716102880,0.5844922093837540,26,31,9,0.7758609787992240,0.911375087535014,14,0,0,0.7688078385041710,0.9156607940862090,0
29,0,11,0,0.7902159529876760,0.584835344526058,27,32,8,0.7758365430774910,0.9113833508219660,12,31,9,0.7688181517763230,0.915659002944618,40
0,15,0,6,0.7901838616963230,0.5845688329839270,27,32,8,0.7758274912463960,0.9113876659678550,11,0,0,0.7688275555310700,0.9156573457099210,0
27,0,13,0,0.7902038701469250,0.5848974694589880,26,31,9,0.7758208604659030,0.9113917102966840,10,28,12,0.7688734631367370,0.9156292863643940,40
0,15,0,10,0.7902206002028590,0.5847496513249650,28,29,11,0.7758275483683650,0.9113884239888420,13,0,0,0.7689181816999190,0.9156018251865500,0
28,0,12,0,0.7902404377454700,0.5850758446534310,23,30,10,0.7758242678341640,0.9113907175200280,13,32,8,0.7689002937574240,0.9156067809173280,40
31,0,9,0,0.7902198633351110,0.5854164926931110,12,31,9,0.7758244730413240,0.9113905706332640,16,32,8,0.7688950161967970,0.9156114662685500,9
28,0,12,0,0.7902560691000260,0.585740354535975,14,29,11,0.7758328116102630,0.9113904240528330,14,34,6,0.7688804252868100,0.9156133343525850,11
30,0,10,0,0.7902541110783820,0.5860758680555560,16,29,11,0.7758408206517320,0.91138828125,13,31,9,0.768877356092662,0.9156162144283730,9
0,13,0,10,0.7903660450820660,0.5859513527575440,28,31,9,0.7758407923278250,0.9113885709330560,15,0,0,0.7688734994754140,0.915619339760444,0
10,12,0,10,0.7903634251686380,0.5858334199584200,30,31,9,0.7758308309077940,0.9113921517671520,12,12,0,0.7688734994754140,0.915619339760444,12
32,0,8,0,0.7903263704388300,0.5861758393907930,25,32,8,0.7758165216986100,0.9113965039806160,13,31,9,0.7688690246369070,0.9156125632538140,28
0,18,0,9,0.7902656431980500,0.5860790110650070,26,32,8,0.7758025837592690,0.911402316735823,9,0,0,0.76886376651897,0.9156060606060610,0
28,0,12,0,0.7902794114649870,0.5864069948186530,25,31,9,0.7758044520735900,0.9114040587219340,14,28,12,0.7688719814016440,0.9156007156494580,40
23,11,1,6,0.7902010677347930,0.5864465148378190,20,30,10,0.7758320507118250,0.9113911318150450,15,19,0,0.7688793247781020,0.9155958918809730,2
4,8,0,9,0.7902050101540090,0.5860649775939330,30,30,10,0.7758360454622850,0.9113929679420890,14,7,0,0.7688095322620210,0.9156266242777480,0
31,0,9,0,0.7901886268789390,0.5863969524793390,31,32,8,0.7758382229733850,0.9113930785123970,13,30,10,0.7688410701698970,0.9156147179603460,33
33,0,7,0,0.7901577239076240,0.5867352941176470,9,31,9,0.7758231147229920,0.9113987788097700,13,30,10,0.7688645613487340,0.9156057404472620,14
27,0,13,0,0.7901493271107550,0.5870682130584190,14,31,9,0.775810453728882,0.9114070446735400,12,30,10,0.7688650126233620,0.9156036972848070,16
25,9,3,1,0.7900949395657150,0.5872536903535870,17,31,9,0.7757990229087840,0.9114095434260210,12,24,0,0.7688646568736710,0.9156017856695010,3
0,15,0,13,0.7901168766564630,0.5872558299039780,27,32,8,0.7757907309173470,0.9114116083676270,14,0,0,0.7687735151755820,0.9156365732040390,0
28,0,12,0,0.7901070075020230,0.5875835046248720,25,31,9,0.7757818980575900,0.9114137547105170,11,31,9,0.7687874156238560,0.915628361980535,40
31,0,9,0,0.7900820788078430,0.5879183778234090,13,31,9,0.7757762504600980,0.9114179500342230,9,33,7,0.7687681569343560,0.9156354143246150,9
0,13,0,7,0.7900671747353530,0.5876662393162390,28,28,12,0.7757811502915070,0.9114165811965810,14,0,0,0.7687482781365300,0.915642445558632,0
0,14,0,10,0.7900709698562330,0.5875615607923500,33,32,8,0.7757598006508670,0.9114259733606560,11,0,0,0.7687482781365300,0.915642445558632,0
5,11,0,14,0.7901470600842310,0.5874580348004090,33,29,11,0.7757588605005610,0.9114254520641420,12,5,0,0.7687482781365300,0.915642445558632,5
15,19,0,6,0.7900733169648780,0.5874930981595090,27,31,9,0.7757522348612080,0.9114263803680980,13,14,0,0.7687431102834490,0.9156564163954460,9
0,15,0,7,0.7900100545106290,0.5872744296901600,29,31,9,0.7757476246878160,0.9114285835886960,12,0,0,0.7687149617366300,0.9156767620115910,0
32,0,8,0,0.7899677335045190,0.5876087585034010,27,30,10,0.77576212890335,0.9114215136054420,14,29,11,0.7687339107548560,0.9156654221890360,40
29,0,11,0,0.7899392332445560,0.5879383282364930,12,30,10,0.7757616933127870,0.9114230377166160,13,27,13,0.7687693486724150,0.9156467847157500,12
30,0,10,0,0.7899256412128000,0.5882667175831640,14,32,8,0.775738971089094,0.9114320264765780,12,28,12,0.768794260253569,0.9156349029096100,14
0,12,0,8,0.7899137530100870,0.5880082231264840,29,31,9,0.7757273485025950,0.9114369277721260,13,0,0,0.7688182233707990,0.9156233042185470,0
0,9,0,14,0.7899761086376360,0.5877121443089430,34,32,8,0.7757118483375360,0.9114418191056910,11,0,0,0.7688182233707990,0.9156233042185470,0
0,17,0,10,0.7899798293788400,0.5875622673434860,36,30,10,0.7757195435586370,0.9114394247038920,14,0,0,0.7688182233707990,0.9156233042185470,0
23,7,0,5,0.7898805896798200,0.5876430865449630,26,31,9,0.7757208352671770,0.911440753887762,13,24,0,0.7688182233707990,0.9156233042185470,24
0,12,0,10,0.7898510349265160,0.5874407294832830,26,29,11,0.7757383372822860,0.9114349037487340,15,0,0,0.7687284709670110,0.9156576553158310,0
29,0,11,0,0.789832594960245,0.5877641700404860,27,30,10,0.7757324058240970,0.9114381747638330,13,31,9,0.7687197133427410,0.915659399063122,40
28,2,11,0,0.7898457633662640,0.5880422143579370,16,29,11,0.7757427651663430,0.9114321705426360,8,35,5,0.7687011972217990,0.9156674318437070,10
31,0,9,0,0.7898204995924220,0.5883692760942760,14,33,7,0.7757223318029780,0.9114393097643100,11,31,9,0.7686986731854280,0.9156628710858070,11
0,16,0,9,0.7897949463952170,0.5882815338042380,26,32,8,0.7757119942088840,0.911440548267743,9,0,0,0.7686954057344150,0.9156583237968670,0
4,14,0,8,0.7897902378048120,0.5881383568548390,33,30,10,0.7757055455601570,0.911443380376344,13,5,0,0.7686954057344150,0.9156583237968670,5
0,15,0,10,0.7897643139989250,0.5879474655924810,29,31,9,0.7756998133822120,0.9114463746223560,11,0,0,0.7686919505977200,0.9156723505819250,0
31,0,9,0,0.7897392554082380,0.5882699530516430,26,31,9,0.7757011456166150,0.9114452548625080,8,28,12,0.7687270605302820,0.9156594432569220,40
29,0,11,0,0.7897492469481140,0.5885892797319930,12,28,12,0.7757038547241020,0.9114448073701840,17,31,9,0.7687145497211660,0.9156619072152300,13
27,0,13,0,0.7897601128326780,0.5889001004016060,14,29,11,0.775726673162806,0.9114364123159300,17,28,12,0.7687502354930510,0.9156511354449920,14
28,0,12,0,0.7897478786573860,0.5892153961885660,13,30,10,0.7757218404104090,0.9114379806084920,13,30,10,0.7687697351378670,0.9156440644798320,15
31,0,9,0,0.7897253650762050,0.5895368236472950,16,31,9,0.7757206634652260,0.911436289245157,13,30,10,0.7687883085700450,0.9156370142400040,13
32,0,8,0,0.789678925328371,0.5898660326993660,11,30,10,0.7757103054346200,0.9114411077744410,13,29,11,0.7688409194653370,0.9156177898100050,10
30,0,10,0,0.7896910988227090,0.5901771666666670,11,30,10,0.775707028388552,0.9114410833333330,10,28,12,0.7688673757460430,0.9156039794452160,15
32,0,8,0,0.6262473185695270,0.9333333333333330,,31,9,0.6446026714462440,0.9333333333333330,,31,9,0.6438557402060210,0.9333333333333330,
28,0,12,0,0.686049255056185,0.9251666666666670,14,31,9,0.7095666010933300,0.9262916666666670,13,33,7,0.7115779814574340,0.9262916666666670,13
31,0,9,0,0.7050340623700040,0.9232222222222220,15,33,7,0.7264236738991500,0.9246388888888890,12,31,9,0.7362083528814190,0.92275,13
0,6,0,13,0.6821404635305270,0.889,35,32,8,0.740618977782056,0.9228125,11,0,0,0.7284727462049410,0.9245208333333330,0
0,4,0,11,0.6668456134343790,0.8506833333333330,36,35,5,0.7420010194249200,0.9232833333333330,8,0,0,0.7284727462049410,0.9245208333333330,0
30,0,10,0,0.696306495880163,0.8577916666666670,36,30,10,0.7494662698169030,0.9219027777777780,10,33,7,0.7307271758224490,0.92465,40
0,6,0,10,0.6866677937202470,0.828202380952381,35,34,6,0.7503909325804350,0.9222142857142860,9,0,0,0.726508166488971,0.9256527777777780,0
0,6,0,12,0.6865012911997530,0.79678125,37,34,6,0.7497011639694510,0.9224895833333330,7,0,0,0.726508166488971,0.9256527777777780,0
29,0,11,0,0.7099865049146480,0.8075462962962960,33,32,8,0.7516676667486040,0.9220648148148150,11,33,7,0.7290473655701480,0.9254523809523810,40
30,0,10,0,0.7193685064114080,0.818475,14,30,10,0.7541567673085790,0.9215416666666670,11,34,6,0.7331683687374410,0.9249375,8
0,6,0,8,0.706392985419315,0.7974469696969700,32,30,10,0.7587033005585520,0.9207348484848480,11,0,0,0.7334084416012580,0.9250555555555560,0
3,6,0,12,0.7048541252471990,0.7776111111111110,38,33,7,0.7596489237524520,0.92075,13,4,0,0.7334084416012580,0.9250555555555560,4
0,6,0,6,0.7054022179321760,0.7534615384615390,37,30,10,0.7621693766453270,0.9200961538461540,14,0,0,0.7352554823891420,0.9258058608058610,0
0,8,0,11,0.7099765445113960,0.7355773809523810,37,30,10,0.7631710848605790,0.9197916666666670,11,3,0,0.7352554823891420,0.9258058608058610,3
9,7,0,12,0.7166263951526550,0.7273277777777780,36,30,10,0.7646169377247360,0.9194833333333330,10,12,0,0.7369801824124770,0.9263533151680290,9
32,0,8,0,0.7287866677722590,0.7371458333333330,25,30,10,0.766821166474478,0.918859375,14,33,7,0.739367121272851,0.9258435708435710,28
29,0,11,0,0.7376623294820240,0.7458725490196080,14,30,10,0.7679228614500840,0.9186078431372550,13,31,9,0.7471899954465050,0.9243288590604030,12
0,9,0,8,0.7381112335001900,0.7311574074074070,32,35,5,0.7679728702492970,0.91875,9,0,0,0.7511899717144460,0.9235010266940450,0
0,7,0,8,0.7352067058622390,0.7182456140350880,36,32,8,0.7698774536315550,0.9183508771929830,11,0,0,0.7511899717144460,0.9235010266940450,0
3,4,0,10,0.7314482335066320,0.7035541666666670,37,30,10,0.7714902741627990,0.91785,12,10,0,0.7511899717144460,0.9235010266940450,10
32,0,8,0,0.7345795768362300,0.7140039682539680,32,32,8,0.7713982739995660,0.9179087301587300,12,31,9,0.7543409626010340,0.9227166350411130,30
30,0,9,0,0.7412744263401670,0.719939393939394,13,33,7,0.7708369871571990,0.9181287878787880,9,29,11,0.7604753858896210,0.9213198118753670,14
29,0,11,0,0.7441442724698750,0.7279275362318840,13,31,9,0.7714263616203630,0.9180036231884060,11,33,7,0.7608717287689780,0.9213207029104890,15
30,0,10,0,0.7483906932273520,0.7342986111111110,13,29,11,0.7728868527143280,0.9175659722222220,15,31,9,0.7634599467081180,0.9206414219474500,10
32,0,8,0,0.7541945483881530,0.7407433333333330,13,32,8,0.7734744404181340,0.91752,14,32,8,0.765301889246545,0.9202401746724890,13
28,0,12,0,0.7584224227501140,0.7458910256410260,14,29,11,0.7739248221057950,0.9172756410256410,11,33,7,0.7662308211146000,0.9200664832645580,12
5,7,0,8,0.7586894812204570,0.738641975308642,28,32,8,0.7743346390103970,0.9171574074074070,12,12,0,0.7661778300190230,0.9200803998261630,0
0,7,0,10,0.7605883309447700,0.7270208333333330,34,32,8,0.7743916646003250,0.9172589285714290,10,0,0,0.765317572793784,0.9209306803594350,0
21,2,1,5,0.7592861600987850,0.7242844827586210,34,35,5,0.7737894174010040,0.9174971264367820,12,24,1,0.765317572793784,0.9209306803594350,25
0,7,0,12,0.7626751983473900,0.7150222222222220,35,38,2,0.7724261344014260,0.9179194444444440,7,0,0,0.763287778265686,0.9218905472636820,0
30,0,10,0,0.7650914746694190,0.7203817204301070,33,31,9,0.7727500042179870,0.917793010752688,11,29,11,0.7645957643702320,0.9213428120063190,40
29,0,11,0,0.7657744157390610,0.7263255208333330,12,31,9,0.773374968656946,0.9176354166666670,11,35,5,0.7645266579656540,0.9213499245852190,10
3,4,0,9,0.7667935780204290,0.7145277777777780,32,30,10,0.7740035038808910,0.9174974747474750,13,5,0,0.7639730111790390,0.9214574314574310,0
0,6,0,11,0.7693564413166670,0.7054191176470590,37,32,8,0.7740633870585470,0.9174166666666670,15,0,0,0.7642945481608000,0.9218066020810910,0
32,0,8,0,0.7696013248270130,0.7113809523809520,33,31,9,0.7740817401951180,0.9174285714285720,12,30,10,0.7652328874375720,0.9214568283453730,40
29,0,11,0,0.77181847763146,0.7159467592592590,15,31,9,0.7746223952055340,0.9173009259259260,11,33,7,0.7662858658325950,0.9211810373306910,12
1,4,0,12,0.7736692951456910,0.7073783783783780,34,29,11,0.774822088235899,0.9172702702702700,12,2,0,0.7667498964587350,0.9209930092151260,0
1,6,0,8,0.7718800275341000,0.7001140350877190,37,31,9,0.7748727717104810,0.9172894736842110,11,3,0,0.7669009362131250,0.9211338407865530,1
29,0,11,0,0.7718492633084170,0.7051602564102560,32,29,11,0.7758687621223120,0.9170128205128210,15,34,6,0.7670347204108760,0.9210464405743970,37
5,6,0,9,0.7718066904607650,0.6977520833333330,31,31,9,0.7762586271832440,0.91688125,14,11,0,0.7668099371650260,0.9210447981137640,0
16,3,0,5,0.7693992629071030,0.6937520325203250,35,31,9,0.7764902236641450,0.9168536585365850,12,26,1,0.7663026701259070,0.9215936952714540,17
30,0,10,0,0.7708743753026910,0.6986289682539680,27,36,4,0.7759922138659170,0.9170218253968260,12,32,8,0.7666886856868510,0.9213338973491260,18
31,0,9,0,0.7717255199572020,0.7034883720930230,16,29,11,0.7765349122621220,0.9168158914728680,13,32,8,0.7670613389196320,0.9211483906164760,13
12,7,0,7,0.7716530328719010,0.6992140151515150,25,32,8,0.7764834228909940,0.9168390151515150,12,15,0,0.7670884118130610,0.9210591653460120,2
30,0,10,0,0.7724250507078920,0.7037537037037040,24,28,12,0.776844315411691,0.916737037037037,11,31,9,0.7676394961390660,0.9208294930875580,26
2,6,0,8,0.7719020813783010,0.6973677536231880,34,31,9,0.776634593735759,0.9167934782608700,12,3,0,0.7678600523578170,0.9206780923994040,0
1,6,0,9,0.7722391262558220,0.6895780141843970,37,29,11,0.7771378191535900,0.916700354609929,12,1,0,0.7679407337056200,0.9208389095415120,0
0,3,0,13,0.7756018077334580,0.6799114583333330,40,32,8,0.777026512771199,0.9167881944444450,12,3,0,0.7679881102973010,0.9208964834076280,2
30,0,10,0,0.7753811835908490,0.6847074829931970,38,30,10,0.7773127218537450,0.9166377551020410,13,34,6,0.7678916538676760,0.9209355459355460,37
30,0,10,0,0.7760286920333430,0.688965,9,32,8,0.7771138196835650,0.9167033333333330,13,29,11,0.7686510083379050,0.9207082748948110,12
29,0,11,0,0.7766398531097440,0.6932369281045750,15,30,10,0.7772580217872770,0.9166584967320260,11,31,9,0.7687286238593850,0.9207116871305140,10
29,0,11,0,0.7770221170958800,0.6970657051282050,15,32,8,0.7772075284895440,0.9166266025641030,13,32,8,0.7693758112923040,0.920577689243028,10
0,5,0,14,0.7794580262111060,0.6886084905660380,35,34,6,0.7770324577197230,0.916685534591195,6,0,0,0.7697583480889900,0.9204786545924970,0
0,5,0,13,0.7818201133178650,0.6793302469135800,34,33,7,0.7770733355337780,0.9166512345679010,11,1,0,0.7697583480889900,0.9204786545924970,1
0,8,0,14,0.7826767615322170,0.6748242424242420,38,31,9,0.7770350566354640,0.9167151515151520,11,0,0,0.7697956927842960,0.9205289808230990,0
1,5,0,11,0.7822971153725650,0.6673154761904760,34,31,9,0.7772733748059840,0.9166056547619050,11,1,0,0.7697956927842960,0.9205289808230990,1
0,11,0,8,0.7813552781298190,0.6617017543859650,37,30,10,0.7772834227066870,0.9165716374269010,11,0,0,0.7698717733318570,0.9205770887166240,0
28,0,12,0,0.7816893100967980,0.6658189655172410,30,32,8,0.7773769523104790,0.9165502873563220,13,34,6,0.7695851175668500,0.9206675062972290,40
0,6,0,8,0.7820608819183130,0.6590254237288140,37,32,8,0.7772945440813360,0.9165960451977400,10,1,0,0.7691584914619820,0.9207678132678130,0
0,5,0,12,0.7833928144368010,0.6520958333333330,37,32,8,0.777278091442493,0.9166222222222220,10,0,0,0.7691868131268090,0.9208154286883570,0
29,0,11,0,0.783990786434591,0.6560218579234970,34,33,7,0.7773002984524870,0.9166489071038250,9,29,11,0.7697818091619230,0.9205721989215100,40
0,5,0,10,0.7840704784577360,0.6478373655913980,35,31,9,0.7771377538306940,0.9166868279569890,10,0,0,0.7701461971096030,0.9203949678174370,0
2,4,0,12,0.7871144614705080,0.643079365079365,36,27,13,0.7777035780121210,0.916489417989418,11,3,0,0.7701461971096030,0.9203949678174370,3
0,5,0,11,0.7878830943523480,0.6367044270833330,37,34,6,0.7774709550852140,0.91658984375,17,2,0,0.7701345568339850,0.9205140186915890,1
22,3,0,10,0.7879663523410280,0.6370589743589740,37,34,6,0.7773722016847310,0.9166346153846150,11,26,1,0.7702023876805520,0.9206028782574870,25
0,4,0,12,0.7892913082546550,0.6306174242424240,37,31,9,0.7774535402700180,0.9166300505050500,11,0,0,0.7694657683323960,0.9209467738847400,0
8,4,0,10,0.7900548729521300,0.6264092039801000,38,32,8,0.7773379941933120,0.9166567164179110,13,8,0,0.7694657683323960,0.9209467738847400,8
30,0,10,0,0.7902651597858490,0.6305453431372550,29,31,9,0.7772727039940760,0.9166740196078430,10,31,9,0.7699726494371770,0.9207551937113980,32
28,0,12,0,0.7905548411041710,0.6345193236714980,16,33,7,0.7769573310034270,0.9168055555555560,8,31,9,0.7705534056958760,0.9205775215083290,10
32,0,8,0,0.7901946736181550,0.6385380952380950,12,29,11,0.7771343959305450,0.9167488095238100,9,32,8,0.7708041168081700,0.9204880888411250,14
24,7,0,4,0.7892267649354130,0.638281690140845,17,32,8,0.7769760073195830,0.9167793427230050,10,23,2,0.7708997642477380,0.9204322286515870,5
0,10,0,11,0.7899691194207780,0.6339259259259260,32,33,7,0.7770674549977010,0.9167314814814820,9,0,0,0.7704116602993360,0.9207130494980960,0
9,6,0,11,0.7908492575796050,0.6318242009132420,31,32,8,0.7769449330276540,0.9167648401826490,12,9,0,0.7704116602993360,0.9207130494980960,9
32,0,8,0,0.7905273409083220,0.635643018018018,26,32,8,0.7768208754749640,0.9168063063063060,12,33,7,0.7704711423389570,0.9206832824686330,31
30,0,10,0,0.7909154961103950,0.63917,15,35,5,0.7766204659164640,0.9168888888888890,10,31,9,0.7707008555789250,0.9206048521103360,11
3,9,0,8,0.7902900145892650,0.6339155701754390,30,27,13,0.7769682358499090,0.9167642543859650,14,6,0,0.7707979995696150,0.9205457803844900,0
30,0,10,0,0.7898889900920620,0.6375757575757580,28,33,7,0.7770938223749800,0.9167521645021640,16,30,10,0.771539263564225,0.9203259827420900,34
0,8,0,12,0.7901546689117460,0.6315267094017090,32,33,7,0.7768571791911010,0.916832264957265,9,1,0,0.7721091964263870,0.9201411100658510,0
0,5,0,14,0.7912915114620000,0.6281645569620250,35,31,9,0.7769516389915630,0.9168059071729960,11,0,0,0.772147732419338,0.9201763046544430,0
2,5,0,12,0.7915800760492740,0.6255916666666670,37,35,5,0.7765476983284590,0.9169364583333330,8,6,0,0.772147732419338,0.9201763046544430,6
7,4,0,14,0.7924452754954690,0.6221090534979420,38,32,8,0.7766587490507970,0.916917695473251,9,12,0,0.7721098499169860,0.9203649007657450,7
0,10,0,5,0.7922908750550420,0.6185193089430900,36,31,9,0.7767281677675440,0.9168983739837400,15,0,0,0.7717580021492540,0.9206472416472420,0
32,0,8,0,0.7919103651539210,0.6220451807228920,33,32,8,0.7766304465311100,0.9169407630522090,13,32,8,0.7719677533441360,0.9205774218154080,40
28,0,12,0,0.7917334600200770,0.6254692460317460,14,32,8,0.7764857295181880,0.9169930555555560,11,29,11,0.7724321575218610,0.9204187265917600,10
30,0,10,0,0.7915917234154780,0.6287754901960790,13,30,10,0.7766136378545040,0.9169764705882350,12,33,7,0.7726624634478200,0.9203657100809420,13
0,1,0,9,0.7918152621606630,0.6217567829457360,39,30,10,0.7765800924845710,0.9169970930232560,10,0,0,0.7727871555952470,0.9203318872017350,0
31,0,9,0,0.7912744581937520,0.6251312260536400,39,33,7,0.7764381223059950,0.9170325670498080,12,33,7,0.7726727099285790,0.9203518123667380,40
2,7,0,14,0.7926166224876240,0.62190625,32,30,10,0.776446321599869,0.9170340909090910,12,2,0,0.7724833312313110,0.9203808525506640,0
7,6,0,4,0.7910462077937940,0.6193576779026220,36,32,8,0.7764947142410080,0.9170346441947570,11,9,0,0.7725175757099020,0.9204433738304710,7
0,5,0,13,0.7923542982690150,0.6151268518518520,37,31,9,0.7766228426558130,0.9170074074074070,10,0,0,0.772322574461569,0.9206385642737900,0
12,7,0,9,0.7921016837875440,0.6146712454212450,33,32,8,0.7764243267978940,0.9170604395604400,11,12,0,0.772322574461569,0.9206385642737900,12
0,8,0,12,0.7929164492351300,0.6124673913043480,34,32,8,0.7766047438471660,0.9170271739130430,12,0,0,0.7719199395901,0.9209233111849390,0
0,11,0,11,0.7930585971644300,0.6108234767025090,34,32,8,0.7764375003899930,0.9170833333333330,12,0,0,0.7719199395901,0.9209233111849390,0
0,9,0,9,0.7932784221282570,0.6081471631205670,36,31,9,0.7764441077581980,0.9171028368794330,9,0,0,0.7719199395901,0.9209233111849390,0
32,0,8,0,0.7929465032200150,0.6113122807017540,32,34,6,0.7764248504001990,0.9171105263157900,11,32,8,0.7721854108156670,0.9208360566448800,40
28,0,12,0,0.7924109881897930,0.6144557291666670,12,27,13,0.7768392936492550,0.9169678819444450,17,32,8,0.7723611720797730,0.9207596463022510,11
32,0,8,0,0.7921724143237460,0.6172697594501720,16,33,7,0.7767085778347840,0.9170085910652920,12,30,10,0.7726460608969310,0.9206619198312240,13
0,9,0,11,0.7926907365423500,0.6142125850340140,31,32,8,0.7766415540854020,0.9170246598639460,10,0,0,0.7728364104762340,0.9205867082035310,0
20,4,2,9,0.7931387049608770,0.6150547138047140,33,32,8,0.7765949476602830,0.9170361952861950,11,24,2,0.7728364104762340,0.9205867082035310,26
0,7,0,8,0.7936033783193660,0.6111125,37,33,7,0.7765266521894960,0.9170683333333330,11,0,0,0.7724930118053290,0.9207838601901820,0
0,11,0,10,0.7946085137757630,0.6089001650165020,36,34,6,0.776254875509817,0.9171584158415840,11,0,0,0.7724930118053290,0.9207838601901820,0
30,0,10,0,0.7945811273368640,0.611812908496732,28,27,13,0.7767167670419970,0.9169967320261440,12,30,10,0.7725762518139200,0.9207276638825610,40
0,8,0,7,0.7945856201652740,0.607586569579288,35,35,5,0.7766489725077110,0.9170372168284790,15,0,0,0.7725854910688630,0.9206893542757420,0
9,7,0,9,0.7936416202718440,0.6058894230769230,33,33,7,0.7765133660423230,0.9170929487179490,10,13,0,0.7725854910688630,0.9206893542757420,13
0,7,0,9,0.793940154172954,0.602,35,33,7,0.7765190508355020,0.9170992063492060,8,1,0,0.7720895492246580,0.9209446718769380,0
29,0,11,0,0.7936387684388380,0.6049064465408810,34,31,9,0.7765665477453090,0.9170959119496860,9,29,11,0.7724698190199580,0.9208256936804790,39
30,0,10,0,0.7934130060728340,0.6077928348909660,12,32,8,0.7766141644721240,0.9170919003115260,8,34,6,0.7722603797381520,0.9208764004336830,14
0,6,0,9,0.7941460342477620,0.604925925925926,35,30,10,0.7767936921401420,0.9170516975308640,14,0,0,0.7720066806032250,0.9209315995724970,0
0,5,0,11,0.79438198858339,0.601644495412844,36,31,9,0.7768363442473610,0.9170619266055050,10,0,0,0.7720066806032250,0.9209315995724970,0
0,5,0,8,0.794358672862626,0.5968704545454550,37,31,9,0.7768734924425200,0.9170545454545460,13,0,0,0.7720066806032250,0.9209315995724970,0
22,4,1,5,0.7930322291268080,0.5976283783783780,34,37,3,0.7766963833204130,0.9171223723723720,11,22,2,0.7720066806032250,0.9209315995724970,24
26,2,6,0,0.7923197844119740,0.5989263392857140,21,33,7,0.7765214335713400,0.9171785714285710,8,35,5,0.7717201069816280,0.9210203723217420,17
0,7,0,6,0.7925830068530730,0.5950125368731560,36,34,6,0.7763433141219850,0.9172359882005900,6,2,0,0.7714002855299550,0.9211124581457110,0
0,4,0,9,0.793266949036461,0.5911988304093570,37,33,7,0.7761945111039250,0.917281432748538,9,0,0,0.7714190976863970,0.9211636090919580,0
1,6,0,15,0.7945341142302490,0.58955,39,32,8,0.7761628744189310,0.9173108695652170,8,2,0,0.7714190976863970,0.9211636090919580,2
32,0,8,0,0.7943139663053840,0.5923340517241380,31,30,10,0.7762184790428850,0.9173067528735630,13,31,9,0.7714782313671160,0.921143166040742,38
13,1,0,7,0.7944253004072750,0.5906509971509970,26,31,9,0.776210294050286,0.9173133903133900,11,19,0,0.7714807903254050,0.9211367463792520,2
29,0,11,0,0.7941972338954880,0.5932478813559320,27,32,8,0.776157473523606,0.9173213276836160,12,31,9,0.7715299108560370,0.9210972637642630,23
1,7,0,10,0.7946470749000010,0.5906071428571430,33,34,6,0.7759899872750820,0.9173781512605040,10,3,0,0.7715236074222910,0.9210752159177870,0
31,0,9,0,0.7943145937142140,0.5932777777777780,33,29,11,0.776149109064222,0.9173298611111110,12,31,9,0.7717949997013300,0.92098036041869,37
0,9,0,8,0.7939606911958430,0.590896694214876,31,28,12,0.7763631466602510,0.9172555096418730,12,2,0,0.7720014153927870,0.9209049749653780,0
31,0,9,0,0.793715481329295,0.5934863387978140,33,31,9,0.7764740108197310,0.9172254098360660,12,29,11,0.7723016300961860,0.9207904701798680,38
32,0,8,0,0.7936129656676380,0.596039295392954,14,31,9,0.7764490274058330,0.9172269647696480,10,31,9,0.7724867283497420,0.920687129947024,11
32,0,8,0,0.7930185711405010,0.5986216397849460,14,31,9,0.7765052416305830,0.9172063172043010,9,32,8,0.7726259616155140,0.9206489176156770,9
22,4,2,2,0.7922722417911390,0.5988173333333330,20,31,9,0.7766046577206690,0.917178,13,24,1,0.7727144909876100,0.9206258234519110,4
6,11,0,3,0.7914494609959570,0.5970191798941800,29,32,8,0.7767007117514400,0.9171527777777780,13,11,0,0.7721073645390710,0.9208609937638300,0
28,0,12,0,0.7916664518122200,0.5993858267716540,27,32,8,0.7767653905643540,0.9171345144356960,14,32,8,0.7723094425140860,0.9207602862254030,29
26,0,14,0,0.791709723319094,0.6017454427083330,17,33,7,0.7766915511528820,0.917169921875,13,29,11,0.7725143181560550,0.9206619524651350,10
